session_date,contract,dir,signal_from_utc,entry_utc,exit_utc,signal_relvol,prior_move_pts,entry_px,exit_px,points,gross_usd,net_usd,delayed_gross_usd,cum_gross,cum_net
2009-01-16,200903,LONG,2009-01-16 18:05:00+00:00,2009-01-16 18:15:00+00:00,2009-01-16 18:25:00+00:00,1.783,-1.0,832.5,833.75,1.25,6.25,2.55,12.5,2.5,-67.8
2009-01-16,200903,SHORT,2009-01-16 18:25:00+00:00,2009-01-16 18:35:00+00:00,2009-01-16 18:45:00+00:00,2.459,4.75,838.5,836.25,2.25,11.25,7.55,17.5,13.75,-60.25
2009-01-16,200903,SHORT,2009-01-16 18:55:00+00:00,2009-01-16 19:05:00+00:00,2009-01-16 19:15:00+00:00,1.988,3.0,842.75,839.25,3.5,17.5,13.8,8.75,31.25,-46.45
2009-01-16,200903,SHORT,2009-01-16 19:15:00+00:00,2009-01-16 19:25:00+00:00,2009-01-16 19:35:00+00:00,1.754,2.0,841.25,841.0,0.25,1.25,-2.45,-2.5,32.5,-48.9
2009-01-16,200903,SHORT,2009-01-16 19:45:00+00:00,2009-01-16 19:55:00+00:00,2009-01-16 20:05:00+00:00,2.238,5.5,845.75,846.25,-0.5,-2.5,-6.2,-25.0,30.0,-55.1
2009-01-16,200903,SHORT,2009-01-16 20:05:00+00:00,2009-01-16 20:15:00+00:00,2009-01-16 20:25:00+00:00,1.75,2.75,849.0,843.75,5.25,26.25,22.55,17.5,56.25,-32.55
2009-01-19,200903,SHORT,2009-01-18 23:00:00+00:00,2009-01-18 23:10:00+00:00,2009-01-18 23:20:00+00:00,6.357,1.5,860.0,863.0,-3.0,-15.0,-18.7,-2.5,41.25,-51.25
2009-01-19,200903,LONG,2009-01-18 23:20:00+00:00,2009-01-18 23:30:00+00:00,2009-01-18 23:40:00+00:00,8.465,-1.5,861.5,863.25,1.75,8.75,5.05,-18.75,50.0,-46.2
2009-01-19,200903,LONG,2009-01-18 23:40:00+00:00,2009-01-18 23:50:00+00:00,2009-01-19 00:00:00+00:00,4.664,-0.75,862.5,861.25,-1.25,-6.25,-9.95,-5.0,43.75,-56.15
2009-01-19,200903,LONG,2009-01-19 00:00:00+00:00,2009-01-19 00:10:00+00:00,2009-01-19 00:20:00+00:00,1.389,-0.75,860.5,861.5,1.0,5.0,1.3,2.5,48.75,-54.85
2009-01-19,200903,SHORT,2009-01-19 01:50:00+00:00,2009-01-19 02:00:00+00:00,2009-01-19 02:10:00+00:00,1.469,0.5,861.25,860.5,0.75,3.75,0.05,-1.25,52.5,-54.8
2009-01-19,200903,LONG,2009-01-19 02:10:00+00:00,2009-01-19 02:20:00+00:00,2009-01-19 02:30:00+00:00,2.942,-1.0,859.5,858.75,-0.75,-3.75,-7.45,0.0,48.75,-62.25
2009-01-19,200903,LONG,2009-01-19 02:30:00+00:00,2009-01-19 02:40:00+00:00,2009-01-19 02:50:00+00:00,2.676,-0.25,858.5,859.0,0.5,2.5,-1.2,2.5,51.25,-63.45
2009-01-19,200903,LONG,2009-01-19 03:00:00+00:00,2009-01-19 03:10:00+00:00,2009-01-19 03:20:00+00:00,2.0,-0.5,859.5,859.5,0.0,0.0,-3.7,-7.5,51.25,-67.15
2009-01-19,200903,LONG,2009-01-19 03:20:00+00:00,2009-01-19 03:30:00+00:00,2009-01-19 03:40:00+00:00,2.183,-2.25,857.25,856.25,-1.0,-5.0,-8.7,3.75,46.25,-75.85
2009-01-19,200903,LONG,2009-01-19 03:45:00+00:00,2009-01-19 03:55:00+00:00,2009-01-19 04:05:00+00:00,1.541,-1.5,855.5,856.5,1.0,5.0,1.3,1.25,51.25,-74.55
2009-01-19,200903,LONG,2009-01-19 04:05:00+00:00,2009-01-19 04:15:00+00:00,2009-01-19 04:25:00+00:00,1.641,-0.5,856.0,857.5,1.5,7.5,3.8,10.0,58.75,-70.75
2009-01-19,200903,SHORT,2009-01-19 04:55:00+00:00,2009-01-19 05:05:00+00:00,2009-01-19 05:15:00+00:00,1.52,0.75,859.25,858.0,1.25,6.25,2.55,-0.0,65.0,-68.2
2009-01-19,200903,LONG,2009-01-19 06:10:00+00:00,2009-01-19 06:20:00+00:00,2009-01-19 06:30:00+00:00,1.395,-0.25,857.75,858.0,0.25,1.25,-2.45,1.25,66.25,-70.65
2009-01-19,200903,SHORT,2009-01-19 07:45:00+00:00,2009-01-19 07:55:00+00:00,2009-01-19 08:05:00+00:00,2.592,2.25,859.0,857.0,2.0,10.0,6.3,-3.75,76.25,-64.35
2009-01-19,200903,LONG,2009-01-19 08:25:00+00:00,2009-01-19 08:35:00+00:00,2009-01-19 08:45:00+00:00,1.43,-3.0,856.75,854.75,-2.0,-10.0,-13.7,13.75,66.25,-78.05
2009-01-19,200903,LONG,2009-01-19 09:15:00+00:00,2009-01-19 09:25:00+00:00,2009-01-19 09:35:00+00:00,3.729,-1.75,853.75,853.0,-0.75,-3.75,-7.45,8.75,62.5,-85.5
2009-01-19,200903,SHORT,2009-01-19 11:55:00+00:00,2009-01-19 12:05:00+00:00,2009-01-19 12:15:00+00:00,1.83,0.25,854.25,854.5,-0.25,-1.25,-4.95,5.0,61.25,-90.45
2009-01-19,200903,LONG,2009-01-19 12:25:00+00:00,2009-01-19 12:35:00+00:00,2009-01-19 12:45:00+00:00,1.64,-1.5,852.0,852.5,0.5,2.5,-1.2,2.5,63.75,-91.65
2009-01-19,200903,LONG,2009-01-19 12:45:00+00:00,2009-01-19 12:55:00+00:00,2009-01-19 13:05:00+00:00,1.904,-3.0,849.5,845.0,-4.5,-22.5,-26.2,-18.75,41.25,-117.85
2009-01-19,200903,SHORT,2009-01-19 13:45:00+00:00,2009-01-19 13:55:00+00:00,2009-01-19 14:05:00+00:00,1.54,4.75,845.25,843.5,1.75,8.75,5.05,3.75,50.0,-112.8
2009-01-20,200903,SHORT,2009-01-19 23:00:00+00:00,2009-01-19 23:10:00+00:00,2009-01-19 23:20:00+00:00,1.357,2.25,842.0,842.25,-0.25,-1.25,-4.95,7.5,48.75,-117.75
2009-01-20,200903,LONG,2009-01-19 23:25:00+00:00,2009-01-19 23:35:00+00:00,2009-01-19 23:45:00+00:00,2.267,-0.75,841.5,840.75,-0.75,-3.75,-7.45,5.0,45.0,-125.2
2009-01-20,200903,SHORT,2009-01-19 23:45:00+00:00,2009-01-19 23:55:00+00:00,2009-01-20 00:05:00+00:00,2.643,0.5,841.25,839.75,1.5,7.5,3.8,6.25,52.5,-121.4
2009-01-20,200903,LONG,2009-01-20 00:10:00+00:00,2009-01-20 00:20:00+00:00,2009-01-20 00:30:00+00:00,3.062,-1.25,838.25,836.5,-1.75,-8.75,-12.45,-7.5,43.75,-133.85
2009-01-20,200903,LONG,2009-01-20 00:30:00+00:00,2009-01-20 00:40:00+00:00,2009-01-20 00:50:00+00:00,13.277,-2.75,833.75,834.0,0.25,1.25,-2.45,3.75,45.0,-136.3
2009-01-20,200903,SHORT,2009-01-20 00:50:00+00:00,2009-01-20 01:00:00+00:00,2009-01-20 01:10:00+00:00,3.361,0.75,834.75,835.0,-0.25,-1.25,-4.95,1.25,43.75,-141.25
2009-01-20,200903,SHORT,2009-01-20 01:10:00+00:00,2009-01-20 01:20:00+00:00,2009-01-20 01:30:00+00:00,2.152,0.5,835.5,835.0,0.5,2.5,-1.2,-2.5,46.25,-142.45
2009-01-20,200903,LONG,2009-01-20 01:30:00+00:00,2009-01-20 01:40:00+00:00,2009-01-20 01:50:00+00:00,1.743,-0.5,834.5,835.25,0.75,3.75,0.05,3.75,50.0,-142.4
2009-01-20,200903,LONG,2009-01-20 01:50:00+00:00,2009-01-20 02:00:00+00:00,2009-01-20 02:10:00+00:00,1.526,-1.0,834.25,834.5,0.25,1.25,-2.45,3.75,51.25,-144.85
2009-01-20,200903,SHORT,2009-01-20 02:10:00+00:00,2009-01-20 02:20:00+00:00,2009-01-20 02:30:00+00:00,1.548,1.5,836.0,835.75,0.25,1.25,-2.45,2.5,52.5,-147.3
2009-01-20,200903,SHORT,2009-01-20 02:45:00+00:00,2009-01-20 02:55:00+00:00,2009-01-20 03:05:00+00:00,2.51,1.75,837.25,836.25,1.0,5.0,1.3,1.25,57.5,-146.0
2009-01-20,200903,LONG,2009-01-20 03:05:00+00:00,2009-01-20 03:15:00+00:00,2009-01-20 03:25:00+00:00,2.815,-0.75,835.5,836.0,0.5,2.5,-1.2,1.25,60.0,-147.2
2009-01-20,200903,SHORT,2009-01-20 03:45:00+00:00,2009-01-20 03:55:00+00:00,2009-01-20 04:05:00+00:00,2.558,0.75,837.0,837.25,-0.25,-1.25,-4.95,1.25,58.75,-152.15
2009-01-20,200903,LONG,2009-01-20 04:15:00+00:00,2009-01-20 04:25:00+00:00,2009-01-20 04:35:00+00:00,2.553,-1.25,836.0,835.75,-0.25,-1.25,-4.95,-1.25,57.5,-157.1
2009-01-20,200903,LONG,2009-01-20 04:40:00+00:00,2009-01-20 04:50:00+00:00,2009-01-20 05:00:00+00:00,3.506,-0.25,835.25,834.25,-1.0,-5.0,-8.7,-1.25,52.5,-165.8
2009-01-20,200903,SHORT,2009-01-20 05:00:00+00:00,2009-01-20 05:10:00+00:00,2009-01-20 05:20:00+00:00,2.684,1.0,835.25,834.75,0.5,2.5,-1.2,-3.75,55.0,-167.0
2009-01-20,200903,SHORT,2009-01-20 05:25:00+00:00,2009-01-20 05:35:00+00:00,2009-01-20 05:45:00+00:00,3.108,1.0,836.5,837.5,-1.0,-5.0,-8.7,-5.0,50.0,-175.7
2009-01-20,200903,LONG,2009-01-20 05:45:00+00:00,2009-01-20 05:55:00+00:00,2009-01-20 06:05:00+00:00,4.181,-0.25,837.25,837.75,0.5,2.5,-1.2,12.5,52.5,-176.9
2009-01-20,200903,SHORT,2009-01-20 06:10:00+00:00,2009-01-20 06:20:00+00:00,2009-01-20 06:30:00+00:00,1.692,0.5,839.75,840.25,-0.5,-2.5,-6.2,-2.5,50.0,-183.1
2009-01-20,200903,SHORT,2009-01-20 06:35:00+00:00,2009-01-20 06:45:00+00:00,2009-01-20 06:55:00+00:00,2.295,1.0,841.25,841.75,-0.5,-2.5,-6.2,3.75,47.5,-189.3
2009-01-20,200903,LONG,2009-01-20 07:00:00+00:00,2009-01-20 07:10:00+00:00,2009-01-20 07:20:00+00:00,1.872,-0.25,840.5,839.5,-1.0,-5.0,-8.7,-12.5,42.5,-198.0
2009-01-20,200903,LONG,2009-01-20 07:20:00+00:00,2009-01-20 07:30:00+00:00,2009-01-20 07:40:00+00:00,1.691,-1.5,838.0,838.25,0.25,1.25,-2.45,-7.5,43.75,-200.45
2009-01-20,200903,SHORT,2009-01-20 07:45:00+00:00,2009-01-20 07:55:00+00:00,2009-01-20 08:05:00+00:00,1.491,0.5,837.75,843.25,-5.5,-27.5,-31.2,-0.0,16.25,-231.65
2009-01-20,200903,LONG,2009-01-20 08:20:00+00:00,2009-01-20 08:30:00+00:00,2009-01-20 08:40:00+00:00,1.541,-0.25,840.5,840.75,0.25,1.25,-2.45,11.25,17.5,-234.1
2009-01-20,200903,SHORT,2009-01-20 08:55:00+00:00,2009-01-20 09:05:00+00:00,2009-01-20 09:15:00+00:00,1.402,2.5,844.5,844.75,-0.25,-1.25,-4.95,-6.25,16.25,-239.05
2009-01-20,200903,LONG,2009-01-20 09:25:00+00:00,2009-01-20 09:35:00+00:00,2009-01-20 09:45:00+00:00,1.427,-0.75,845.75,845.5,-0.25,-1.25,-4.95,-2.5,15.0,-244.0
2009-01-20,200903,LONG,2009-01-20 10:00:00+00:00,2009-01-20 10:10:00+00:00,2009-01-20 10:20:00+00:00,5.448,-4.75,840.5,841.25,0.75,3.75,0.05,-1.25,18.75,-243.95
2009-01-20,200903,LONG,2009-01-20 10:25:00+00:00,2009-01-20 10:35:00+00:00,2009-01-20 10:45:00+00:00,1.855,-0.25,840.75,840.25,-0.5,-2.5,-6.2,-5.0,16.25,-250.15
2009-01-20,200903,LONG,2009-01-20 11:00:00+00:00,2009-01-20 11:10:00+00:00,2009-01-20 11:20:00+00:00,1.537,-1.0,839.25,838.25,-1.0,-5.0,-8.7,-5.0,11.25,-258.85
2009-01-20,200903,LONG,2009-01-20 11:20:00+00:00,2009-01-20 11:30:00+00:00,2009-01-20 11:40:00+00:00,3.866,-1.5,836.75,836.75,0.0,0.0,-3.7,-8.75,11.25,-262.55
2009-01-20,200903,SHORT,2009-01-20 11:40:00+00:00,2009-01-20 11:50:00+00:00,2009-01-20 12:00:00+00:00,1.409,1.5,838.25,840.25,-2.0,-10.0,-13.7,-6.25,1.25,-276.25
2009-01-20,200903,LONG,2009-01-20 12:00:00+00:00,2009-01-20 12:10:00+00:00,2009-01-20 12:20:00+00:00,1.481,-0.5,839.75,843.25,3.5,17.5,13.8,-12.5,18.75,-262.45
2009-01-20,200903,LONG,2009-01-20 12:20:00+00:00,2009-01-20 12:30:00+00:00,2009-01-20 12:40:00+00:00,1.895,-3.25,840.0,839.0,-1.0,-5.0,-8.7,-3.75,13.75,-271.15
2009-01-20,200903,LONG,2009-01-20 12:45:00+00:00,2009-01-20 12:55:00+00:00,2009-01-20 13:05:00+00:00,1.364,-1.0,838.25,834.5,-3.75,-18.75,-22.45,2.5,-5.0,-293.6
2009-01-20,200903,SHORT,2009-01-20 13:40:00+00:00,2009-01-20 13:50:00+00:00,2009-01-20 14:00:00+00:00,1.411,2.0,838.5,837.5,1.0,5.0,1.3,-1.25,0.0,-292.3
2009-01-20,200903,SHORT,2009-01-20 14:00:00+00:00,2009-01-20 14:10:00+00:00,2009-01-20 14:20:00+00:00,1.77,2.0,839.5,838.5,1.0,5.0,1.3,-0.0,5.0,-291.0
2009-01-20,200903,LONG,2009-01-20 14:25:00+00:00,2009-01-20 14:35:00+00:00,2009-01-20 14:45:00+00:00,1.425,-4.0,834.5,827.75,-6.75,-33.75,-37.45,-55.0,-28.75,-328.45
2009-01-20,200903,LONG,2009-01-20 14:45:00+00:00,2009-01-20 14:55:00+00:00,2009-01-20 15:05:00+00:00,1.596,-3.5,824.25,825.5,1.25,6.25,2.55,22.5,-22.5,-325.9
2009-01-20,200903,LONG,2009-01-20 15:30:00+00:00,2009-01-20 15:40:00+00:00,2009-01-20 15:50:00+00:00,1.566,-3.0,825.5,826.5,1.0,5.0,1.3,-7.5,-17.5,-324.6
2009-01-20,200903,LONG,2009-01-20 15:50:00+00:00,2009-01-20 16:00:00+00:00,2009-01-20 16:10:00+00:00,1.358,-1.25,825.25,822.75,-2.5,-12.5,-16.2,-7.5,-30.0,-340.8
2009-01-20,200903,LONG,2009-01-20 16:10:00+00:00,2009-01-20 16:20:00+00:00,2009-01-20 16:30:00+00:00,1.877,-2.0,820.75,824.5,3.75,18.75,15.05,27.5,-11.25,-325.75
2009-01-20,200903,LONG,2009-01-20 16:45:00+00:00,2009-01-20 16:55:00+00:00,2009-01-20 17:05:00+00:00,2.247,-4.25,823.25,824.0,0.75,3.75,0.05,3.75,-7.5,-325.7
2009-01-20,200903,SHORT,2009-01-20 17:05:00+00:00,2009-01-20 17:15:00+00:00,2009-01-20 17:25:00+00:00,1.398,1.75,825.75,818.5,7.25,36.25,32.55,10.0,28.75,-293.15
2009-01-20,200903,SHORT,2009-01-20 17:25:00+00:00,2009-01-20 17:35:00+00:00,2009-01-20 17:45:00+00:00,2.165,2.5,821.0,823.0,-2.0,-10.0,-13.7,12.5,18.75,-306.85
2009-01-20,200903,LONG,2009-01-20 17:45:00+00:00,2009-01-20 17:55:00+00:00,2009-01-20 18:05:00+00:00,1.362,-2.25,820.75,819.75,-1.0,-5.0,-8.7,-21.25,13.75,-315.55
2009-01-20,200903,LONG,2009-01-20 18:05:00+00:00,2009-01-20 18:15:00+00:00,2009-01-20 18:25:00+00:00,1.48,-0.75,819.0,822.5,3.5,17.5,13.8,-20.0,31.25,-301.75
2009-01-20,200903,LONG,2009-01-20 18:25:00+00:00,2009-01-20 18:35:00+00:00,2009-01-20 18:45:00+00:00,1.465,-2.5,820.0,816.75,-3.25,-16.25,-19.95,-28.75,15.0,-321.7
2009-01-20,200903,SHORT,2009-01-20 18:50:00+00:00,2009-01-20 19:00:00+00:00,2009-01-20 19:10:00+00:00,1.482,1.0,817.0,814.5,2.5,12.5,8.8,15.0,27.5,-312.9
2009-01-20,200903,LONG,2009-01-20 19:10:00+00:00,2009-01-20 19:20:00+00:00,2009-01-20 19:30:00+00:00,2.213,-3.5,811.0,814.25,3.25,16.25,12.55,0.0,43.75,-300.35
2009-01-20,200903,SHORT,2009-01-20 19:45:00+00:00,2009-01-20 19:55:00+00:00,2009-01-20 20:05:00+00:00,1.491,0.5,810.5,805.75,4.75,23.75,20.05,17.5,67.5,-280.3
2009-01-20,200903,LONG,2009-01-20 20:05:00+00:00,2009-01-20 20:15:00+00:00,2009-01-20 20:25:00+00:00,2.317,-1.5,804.25,807.25,3.0,15.0,11.3,20.0,82.5,-269.0
2009-01-20,200903,LONG,2009-01-20 20:45:00+00:00,2009-01-20 20:55:00+00:00,2009-01-20 21:05:00+00:00,1.678,-5.5,802.0,801.25,-0.75,-3.75,-7.45,31.25,78.75,-276.45
2009-01-21,200903,SHORT,2009-01-20 23:00:00+00:00,2009-01-20 23:10:00+00:00,2009-01-20 23:20:00+00:00,2.474,2.5,807.0,805.25,1.75,8.75,5.05,13.75,87.5,-271.4
2009-01-21,200903,LONG,2009-01-20 23:20:00+00:00,2009-01-20 23:30:00+00:00,2009-01-20 23:40:00+00:00,4.601,-1.75,803.5,804.25,0.75,3.75,0.05,6.25,91.25,-271.35
2009-01-21,200903,LONG,2009-01-20 23:45:00+00:00,2009-01-20 23:55:00+00:00,2009-01-21 00:05:00+00:00,2.819,-1.0,803.75,805.5,1.75,8.75,5.05,1.25,100.0,-266.3
2009-01-21,200903,LONG,2009-01-21 00:10:00+00:00,2009-01-21 00:20:00+00:00,2009-01-21 00:30:00+00:00,2.421,-0.5,804.75,804.75,0.0,0.0,-3.7,1.25,100.0,-270.0
2009-01-21,200903,SHORT,2009-01-21 00:30:00+00:00,2009-01-21 00:40:00+00:00,2009-01-21 00:50:00+00:00,1.548,0.5,805.25,806.25,-1.0,-5.0,-8.7,5.0,95.0,-278.7
2009-01-21,200903,SHORT,2009-01-21 00:50:00+00:00,2009-01-21 01:00:00+00:00,2009-01-21 01:10:00+00:00,1.786,0.5,806.75,807.5,-0.75,-3.75,-7.45,2.5,91.25,-286.15
2009-01-21,200903,SHORT,2009-01-21 01:10:00+00:00,2009-01-21 01:20:00+00:00,2009-01-21 01:30:00+00:00,3.741,1.25,808.75,808.5,0.25,1.25,-2.45,-5.0,92.5,-288.6
2009-01-21,200903,LONG,2009-01-21 01:30:00+00:00,2009-01-21 01:40:00+00:00,2009-01-21 01:50:00+00:00,1.446,-1.0,807.5,809.0,1.5,7.5,3.8,2.5,100.0,-284.8
2009-01-21,200903,SHORT,2009-01-21 01:50:00+00:00,2009-01-21 02:00:00+00:00,2009-01-21 02:10:00+00:00,2.354,0.5,809.5,809.5,-0.0,-0.0,-3.7,1.25,100.0,-288.5
2009-01-21,200903,SHORT,2009-01-21 02:10:00+00:00,2009-01-21 02:20:00+00:00,2009-01-21 02:30:00+00:00,2.383,0.75,810.25,810.75,-0.5,-2.5,-6.2,-1.25,97.5,-294.7
2009-01-21,200903,SHORT,2009-01-21 02:35:00+00:00,2009-01-21 02:45:00+00:00,2009-01-21 02:55:00+00:00,4.308,0.75,811.25,812.5,-1.25,-6.25,-9.95,3.75,91.25,-304.65
2009-01-21,200903,LONG,2009-01-21 02:55:00+00:00,2009-01-21 03:05:00+00:00,2009-01-21 03:15:00+00:00,3.657,-0.25,812.25,814.25,2.0,10.0,6.3,3.75,101.25,-298.35
2009-01-21,200903,LONG,2009-01-21 03:15:00+00:00,2009-01-21 03:25:00+00:00,2009-01-21 03:35:00+00:00,8.094,-0.75,813.5,813.5,0.0,0.0,-3.7,-7.5,101.25,-302.05
2009-01-21,200903,LONG,2009-01-21 03:35:00+00:00,2009-01-21 03:45:00+00:00,2009-01-21 03:55:00+00:00,2.793,-1.0,812.5,812.75,0.25,1.25,-2.45,0.0,102.5,-304.5
2009-01-21,200903,SHORT,2009-01-21 03:55:00+00:00,2009-01-21 04:05:00+00:00,2009-01-21 04:15:00+00:00,2.275,0.25,813.0,813.25,-0.25,-1.25,-4.95,-2.5,101.25,-309.45
2009-01-21,200903,SHORT,2009-01-21 04:15:00+00:00,2009-01-21 04:25:00+00:00,2009-01-21 04:35:00+00:00,2.007,0.25,813.5,813.75,-0.25,-1.25,-4.95,3.75,100.0,-314.4
2009-01-21,200903,LONG,2009-01-21 04:35:00+00:00,2009-01-21 04:45:00+00:00,2009-01-21 04:55:00+00:00,2.089,-1.25,812.5,812.75,0.25,1.25,-2.45,1.25,101.25,-316.85
2009-01-21,200903,LONG,2009-01-21 05:05:00+00:00,2009-01-21 05:15:00+00:00,2009-01-21 05:25:00+00:00,2.671,-1.0,812.0,812.75,0.75,3.75,0.05,0.0,105.0,-316.8
2009-01-21,200903,LONG,2009-01-21 05:40:00+00:00,2009-01-21 05:50:00+00:00,2009-01-21 06:00:00+00:00,1.78,-0.25,812.75,812.75,0.0,0.0,-3.7,-2.5,105.0,-320.5
2009-01-21,200903,LONG,2009-01-21 06:00:00+00:00,2009-01-21 06:10:00+00:00,2009-01-21 06:20:00+00:00,3.387,-2.0,810.75,810.5,-0.25,-1.25,-4.95,1.25,103.75,-325.45
2009-01-21,200903,SHORT,2009-01-21 06:25:00+00:00,2009-01-21 06:35:00+00:00,2009-01-21 06:45:00+00:00,1.579,0.75,812.25,811.5,0.75,3.75,0.05,8.75,107.5,-325.4
2009-01-21,200903,LONG,2009-01-21 06:50:00+00:00,2009-01-21 07:00:00+00:00,2009-01-21 07:10:00+00:00,2.139,-1.25,809.5,808.25,-1.25,-6.25,-9.95,1.25,101.25,-335.35
2009-01-21,200903,SHORT,2009-01-21 07:10:00+00:00,2009-01-21 07:20:00+00:00,2009-01-21 07:30:00+00:00,2.368,0.75,809.0,805.75,3.25,16.25,12.55,17.5,117.5,-322.8
2009-01-21,200903,SHORT,2009-01-21 07:30:00+00:00,2009-01-21 07:40:00+00:00,2009-01-21 07:50:00+00:00,3.718,2.75,808.5,809.5,-1.0,-5.0,-8.7,1.25,112.5,-331.5
2009-01-21,200903,LONG,2009-01-21 07:50:00+00:00,2009-01-21 08:00:00+00:00,2009-01-21 08:10:00+00:00,1.372,-0.25,809.25,812.25,3.0,15.0,11.3,12.5,127.5,-320.2
2009-01-21,200903,SHORT,2009-01-21 08:10:00+00:00,2009-01-21 08:20:00+00:00,2009-01-21 08:30:00+00:00,1.554,1.25,813.5,810.0,3.5,17.5,13.8,6.25,145.0,-306.4
2009-01-21,200903,LONG,2009-01-21 08:30:00+00:00,2009-01-21 08:40:00+00:00,2009-01-21 08:50:00+00:00,4.685,-0.5,809.5,810.5,1.0,5.0,1.3,18.75,150.0,-305.1
2009-01-21,200903,LONG,2009-01-21 08:50:00+00:00,2009-01-21 09:00:00+00:00,2009-01-21 09:10:00+00:00,1.421,-1.0,809.5,808.5,-1.0,-5.0,-8.7,-21.25,145.0,-313.8
2009-01-21,200903,LONG,2009-01-21 09:10:00+00:00,2009-01-21 09:20:00+00:00,2009-01-21 09:30:00+00:00,3.735,-2.5,806.0,809.0,3.0,15.0,11.3,3.75,160.0,-302.5
2009-01-21,200903,LONG,2009-01-21 09:30:00+00:00,2009-01-21 09:40:00+00:00,2009-01-21 09:50:00+00:00,3.157,-1.5,807.5,808.25,0.75,3.75,0.05,-2.5,163.75,-302.45
