session_date,contract,dir,signal_from_utc,entry_utc,exit_utc,signal_relvol,prior_move_pts,entry_px,exit_px,points,gross_usd,net_usd,delayed_gross_usd,cum_gross,cum_net
2009-02-04,200903,LONG,2009-02-04 03:20:00+00:00,2009-02-04 03:30:00+00:00,2009-02-04 03:40:00+00:00,0.709,-0.25,832.5,833.0,0.5,2.5,-1.2,0.0,-73.75,-1376.15
2009-02-04,200903,SHORT,2009-02-04 03:45:00+00:00,2009-02-04 03:55:00+00:00,2009-02-04 04:05:00+00:00,0.233,0.25,833.75,833.25,0.5,2.5,-1.2,2.5,-71.25,-1377.35
2009-02-04,200903,LONG,2009-02-04 04:05:00+00:00,2009-02-04 04:15:00+00:00,2009-02-04 04:25:00+00:00,0.199,-0.25,833.0,833.5,0.5,2.5,-1.2,2.5,-68.75,-1378.55
2009-02-04,200903,LONG,2009-02-04 04:55:00+00:00,2009-02-04 05:05:00+00:00,2009-02-04 05:15:00+00:00,0.407,-0.5,835.0,834.5,-0.5,-2.5,-6.2,-3.75,-71.25,-1384.75
2009-02-04,200903,LONG,2009-02-04 05:25:00+00:00,2009-02-04 05:35:00+00:00,2009-02-04 05:45:00+00:00,0.398,-0.5,834.0,834.75,0.75,3.75,0.05,0.0,-67.5,-1384.7
2009-02-04,200903,LONG,2009-02-04 05:45:00+00:00,2009-02-04 05:55:00+00:00,2009-02-04 06:05:00+00:00,0.733,-0.5,834.25,833.25,-1.0,-5.0,-8.7,0.0,-72.5,-1393.4
2009-02-04,200903,SHORT,2009-02-04 06:15:00+00:00,2009-02-04 06:25:00+00:00,2009-02-04 06:35:00+00:00,0.446,0.5,833.75,834.25,-0.5,-2.5,-6.2,-3.75,-75.0,-1399.6
2009-02-04,200903,LONG,2009-02-04 06:40:00+00:00,2009-02-04 06:50:00+00:00,2009-02-04 07:00:00+00:00,0.203,-0.75,834.0,833.5,-0.5,-2.5,-6.2,1.25,-77.5,-1405.8
2009-02-04,200903,LONG,2009-02-04 07:50:00+00:00,2009-02-04 08:00:00+00:00,2009-02-04 08:10:00+00:00,0.563,-1.25,830.75,829.75,-1.0,-5.0,-8.7,-1.25,-82.5,-1414.5
2009-02-04,200903,SHORT,2009-02-04 08:20:00+00:00,2009-02-04 08:30:00+00:00,2009-02-04 08:40:00+00:00,0.674,0.5,831.75,833.75,-2.0,-10.0,-13.7,-2.5,-92.5,-1428.2
2009-02-04,200903,LONG,2009-02-04 08:40:00+00:00,2009-02-04 08:50:00+00:00,2009-02-04 09:00:00+00:00,0.704,-1.5,832.25,832.0,-0.25,-1.25,-4.95,0.0,-93.75,-1433.15
2009-02-04,200903,LONG,2009-02-04 09:00:00+00:00,2009-02-04 09:10:00+00:00,2009-02-04 09:20:00+00:00,0.476,-0.5,831.5,833.25,1.75,8.75,5.05,2.5,-85.0,-1428.1
2009-02-04,200903,SHORT,2009-02-04 09:20:00+00:00,2009-02-04 09:30:00+00:00,2009-02-04 09:40:00+00:00,0.577,0.75,834.0,835.5,-1.5,-7.5,-11.2,-1.25,-92.5,-1439.3
2009-02-04,200903,LONG,2009-02-04 10:25:00+00:00,2009-02-04 10:35:00+00:00,2009-02-04 10:45:00+00:00,0.142,-1.0,836.5,835.5,-1.0,-5.0,-8.7,-6.25,-97.5,-1448.0
2009-02-04,200903,LONG,2009-02-04 11:25:00+00:00,2009-02-04 11:35:00+00:00,2009-02-04 11:45:00+00:00,0.625,-1.5,831.75,832.0,0.25,1.25,-2.45,-2.5,-96.25,-1450.45
2009-02-04,200903,LONG,2009-02-04 11:55:00+00:00,2009-02-04 12:05:00+00:00,2009-02-04 12:15:00+00:00,0.667,-0.5,832.5,832.0,-0.5,-2.5,-6.2,-2.5,-98.75,-1456.65
2009-02-04,200903,LONG,2009-02-04 12:45:00+00:00,2009-02-04 12:55:00+00:00,2009-02-04 13:05:00+00:00,0.491,-0.25,834.25,834.75,0.5,2.5,-1.2,-2.5,-96.25,-1457.85
2009-02-04,200903,LONG,2009-02-04 13:15:00+00:00,2009-02-04 13:25:00+00:00,2009-02-04 13:35:00+00:00,0.407,-1.25,835.25,838.75,3.5,17.5,13.8,-10.0,-78.75,-1444.05
2009-02-04,200903,LONG,2009-02-04 13:35:00+00:00,2009-02-04 13:45:00+00:00,2009-02-04 13:55:00+00:00,0.719,-1.25,837.5,836.5,-1.0,-5.0,-8.7,-8.75,-83.75,-1452.75
2009-02-04,200903,LONG,2009-02-04 13:55:00+00:00,2009-02-04 14:05:00+00:00,2009-02-04 14:15:00+00:00,0.726,-0.5,836.0,836.5,0.5,2.5,-1.2,1.25,-81.25,-1453.95
2009-02-04,200903,LONG,2009-02-04 14:25:00+00:00,2009-02-04 14:35:00+00:00,2009-02-04 14:45:00+00:00,0.612,-1.0,837.75,840.0,2.25,11.25,7.55,11.25,-70.0,-1446.4
2009-02-04,200903,LONG,2009-02-04 15:10:00+00:00,2009-02-04 15:20:00+00:00,2009-02-04 15:30:00+00:00,0.621,-1.25,845.75,848.0,2.25,11.25,7.55,-1.25,-58.75,-1438.85
2009-02-04,200903,LONG,2009-02-04 16:20:00+00:00,2009-02-04 16:30:00+00:00,2009-02-04 16:40:00+00:00,0.723,-0.25,845.5,844.25,-1.25,-6.25,-9.95,-6.25,-65.0,-1448.8
2009-02-04,200903,LONG,2009-02-04 16:40:00+00:00,2009-02-04 16:50:00+00:00,2009-02-04 17:00:00+00:00,0.668,-1.25,843.0,844.5,1.5,7.5,3.8,3.75,-57.5,-1445.0
2009-02-04,200903,LONG,2009-02-04 17:00:00+00:00,2009-02-04 17:10:00+00:00,2009-02-04 17:20:00+00:00,0.654,-1.5,843.0,840.75,-2.25,-11.25,-14.95,-10.0,-68.75,-1459.95
2009-02-04,200903,SHORT,2009-02-04 17:25:00+00:00,2009-02-04 17:35:00+00:00,2009-02-04 17:45:00+00:00,0.383,0.75,842.0,843.0,-1.0,-5.0,-8.7,11.25,-73.75,-1468.65
2009-02-04,200903,SHORT,2009-02-04 19:20:00+00:00,2009-02-04 19:30:00+00:00,2009-02-04 19:40:00+00:00,0.71,1.0,828.0,829.5,-1.5,-7.5,-11.2,3.75,-81.25,-1479.85
2009-02-04,200903,SHORT,2009-02-04 20:30:00+00:00,2009-02-04 20:40:00+00:00,2009-02-04 20:50:00+00:00,0.514,0.75,830.75,830.25,0.5,2.5,-1.2,2.5,-78.75,-1481.05
2009-02-05,200903,SHORT,2009-02-04 23:10:00+00:00,2009-02-04 23:20:00+00:00,2009-02-04 23:30:00+00:00,0.497,0.5,825.5,826.0,-0.5,-2.5,-6.2,-1.25,-81.25,-1487.25
2009-02-05,200903,LONG,2009-02-04 23:40:00+00:00,2009-02-04 23:50:00+00:00,2009-02-05 00:00:00+00:00,0.369,-0.25,825.75,826.0,0.25,1.25,-2.45,-3.75,-80.0,-1489.7
2009-02-05,200903,LONG,2009-02-05 01:00:00+00:00,2009-02-05 01:10:00+00:00,2009-02-05 01:20:00+00:00,0.609,-0.5,823.75,823.5,-0.25,-1.25,-4.95,1.25,-81.25,-1494.65
2009-02-05,200903,SHORT,2009-02-05 01:30:00+00:00,2009-02-05 01:40:00+00:00,2009-02-05 01:50:00+00:00,0.43,0.5,824.5,824.75,-0.25,-1.25,-4.95,-3.75,-82.5,-1499.6
2009-02-05,200903,SHORT,2009-02-05 02:00:00+00:00,2009-02-05 02:10:00+00:00,2009-02-05 02:20:00+00:00,0.321,0.25,825.0,824.75,0.25,1.25,-2.45,-1.25,-81.25,-1502.05
2009-02-05,200903,SHORT,2009-02-05 02:20:00+00:00,2009-02-05 02:30:00+00:00,2009-02-05 02:40:00+00:00,0.512,0.25,825.0,825.25,-0.25,-1.25,-4.95,-1.25,-82.5,-1507.0
2009-02-05,200903,LONG,2009-02-05 02:45:00+00:00,2009-02-05 02:55:00+00:00,2009-02-05 03:05:00+00:00,0.605,-0.5,825.0,825.75,0.75,3.75,0.05,1.25,-78.75,-1506.95
2009-02-05,200903,LONG,2009-02-05 04:20:00+00:00,2009-02-05 04:30:00+00:00,2009-02-05 04:40:00+00:00,0.544,-0.25,828.25,827.5,-0.75,-3.75,-7.45,-6.25,-82.5,-1514.4
2009-02-05,200903,SHORT,2009-02-05 06:10:00+00:00,2009-02-05 06:20:00+00:00,2009-02-05 06:30:00+00:00,0.489,0.75,824.0,823.75,0.25,1.25,-2.45,-2.5,-81.25,-1516.85
2009-02-05,200903,SHORT,2009-02-05 06:35:00+00:00,2009-02-05 06:45:00+00:00,2009-02-05 06:55:00+00:00,0.644,0.25,824.25,824.75,-0.5,-2.5,-6.2,-3.75,-83.75,-1523.05
2009-02-05,200903,SHORT,2009-02-05 07:00:00+00:00,2009-02-05 07:10:00+00:00,2009-02-05 07:20:00+00:00,0.4,0.25,825.5,826.0,-0.5,-2.5,-6.2,-5.0,-86.25,-1529.25
2009-02-05,200903,SHORT,2009-02-05 08:25:00+00:00,2009-02-05 08:35:00+00:00,2009-02-05 08:45:00+00:00,0.735,0.5,826.75,828.25,-1.5,-7.5,-11.2,-10.0,-93.75,-1540.45
2009-02-05,200903,LONG,2009-02-05 08:45:00+00:00,2009-02-05 08:55:00+00:00,2009-02-05 09:05:00+00:00,0.682,-0.5,827.75,827.0,-0.75,-3.75,-7.45,-3.75,-97.5,-1547.9
2009-02-05,200903,SHORT,2009-02-05 09:05:00+00:00,2009-02-05 09:15:00+00:00,2009-02-05 09:25:00+00:00,0.543,0.25,827.25,826.5,0.75,3.75,0.05,-0.0,-93.75,-1547.85
2009-02-05,200903,LONG,2009-02-05 09:50:00+00:00,2009-02-05 10:00:00+00:00,2009-02-05 10:10:00+00:00,0.387,-0.25,827.75,827.75,0.0,0.0,-3.7,3.75,-93.75,-1551.55
2009-02-05,200903,SHORT,2009-02-05 10:10:00+00:00,2009-02-05 10:20:00+00:00,2009-02-05 10:30:00+00:00,0.414,0.25,828.0,830.0,-2.0,-10.0,-13.7,-7.5,-103.75,-1565.25
2009-02-05,200903,LONG,2009-02-05 10:30:00+00:00,2009-02-05 10:40:00+00:00,2009-02-05 10:50:00+00:00,0.734,-0.75,829.25,829.0,-0.25,-1.25,-4.95,-5.0,-105.0,-1570.2
2009-02-05,200903,LONG,2009-02-05 10:55:00+00:00,2009-02-05 11:05:00+00:00,2009-02-05 11:15:00+00:00,0.405,-0.25,828.5,829.0,0.5,2.5,-1.2,-1.25,-102.5,-1571.4
2009-02-05,200903,LONG,2009-02-05 11:20:00+00:00,2009-02-05 11:30:00+00:00,2009-02-05 11:40:00+00:00,0.419,-1.0,828.25,827.75,-0.5,-2.5,-6.2,0.0,-105.0,-1577.6
2009-02-05,200903,LONG,2009-02-05 12:10:00+00:00,2009-02-05 12:20:00+00:00,2009-02-05 12:30:00+00:00,0.726,-1.25,826.75,823.25,-3.5,-17.5,-21.2,-2.5,-122.5,-1598.8
2009-02-05,200903,SHORT,2009-02-05 12:45:00+00:00,2009-02-05 12:55:00+00:00,2009-02-05 13:05:00+00:00,0.228,0.5,824.5,823.25,1.25,6.25,2.55,-5.0,-116.25,-1596.25
2009-02-05,200903,SHORT,2009-02-05 13:05:00+00:00,2009-02-05 13:15:00+00:00,2009-02-05 13:25:00+00:00,0.442,2.75,826.0,827.5,-1.5,-7.5,-11.2,20.0,-123.75,-1607.45
2009-02-05,200903,SHORT,2009-02-05 13:45:00+00:00,2009-02-05 13:55:00+00:00,2009-02-05 14:05:00+00:00,0.596,0.75,822.75,822.5,0.25,1.25,-2.45,-0.0,-122.5,-1609.9
2009-02-05,200903,SHORT,2009-02-05 20:10:00+00:00,2009-02-05 20:20:00+00:00,2009-02-05 20:30:00+00:00,0.672,0.75,841.75,843.25,-1.5,-7.5,-11.2,11.25,-130.0,-1621.1
2009-02-05,200903,SHORT,2009-02-05 20:30:00+00:00,2009-02-05 20:40:00+00:00,2009-02-05 20:50:00+00:00,0.715,2.25,845.5,843.0,2.5,12.5,8.8,1.25,-117.5,-1612.3
2009-02-05,200903,SHORT,2009-02-05 21:35:00+00:00,2009-02-05 21:45:00+00:00,2009-02-05 21:55:00+00:00,0.725,0.75,840.5,841.25,-0.75,-3.75,-7.45,-2.5,-121.25,-1619.75
2009-02-06,200903,SHORT,2009-02-05 23:15:00+00:00,2009-02-05 23:25:00+00:00,2009-02-05 23:35:00+00:00,0.156,0.25,839.75,840.0,-0.25,-1.25,-4.95,-0.0,-122.5,-1624.7
2009-02-06,200903,SHORT,2009-02-05 23:45:00+00:00,2009-02-05 23:55:00+00:00,2009-02-06 00:05:00+00:00,0.424,1.0,841.0,842.5,-1.5,-7.5,-11.2,2.5,-130.0,-1635.9
2009-02-06,200903,SHORT,2009-02-06 00:20:00+00:00,2009-02-06 00:30:00+00:00,2009-02-06 00:40:00+00:00,0.301,0.5,840.25,841.25,-1.0,-5.0,-8.7,3.75,-135.0,-1644.6
2009-02-06,200903,SHORT,2009-02-06 00:45:00+00:00,2009-02-06 00:55:00+00:00,2009-02-06 01:05:00+00:00,0.726,0.5,840.75,841.0,-0.25,-1.25,-4.95,-0.0,-136.25,-1649.55
2009-02-06,200903,LONG,2009-02-06 01:15:00+00:00,2009-02-06 01:25:00+00:00,2009-02-06 01:35:00+00:00,0.206,-0.5,840.5,840.75,0.25,1.25,-2.45,1.25,-135.0,-1652.0
2009-02-06,200903,SHORT,2009-02-06 01:35:00+00:00,2009-02-06 01:45:00+00:00,2009-02-06 01:55:00+00:00,0.239,0.5,841.25,840.75,0.5,2.5,-1.2,-1.25,-132.5,-1653.2
2009-02-06,200903,LONG,2009-02-06 02:45:00+00:00,2009-02-06 02:55:00+00:00,2009-02-06 03:05:00+00:00,0.477,-0.75,842.75,843.25,0.5,2.5,-1.2,3.75,-130.0,-1654.4
2009-02-06,200903,LONG,2009-02-06 03:05:00+00:00,2009-02-06 03:15:00+00:00,2009-02-06 03:25:00+00:00,0.191,-0.5,842.75,842.75,0.0,0.0,-3.7,0.0,-130.0,-1658.1
2009-02-06,200903,LONG,2009-02-06 03:25:00+00:00,2009-02-06 03:35:00+00:00,2009-02-06 03:45:00+00:00,0.655,-0.5,842.25,841.75,-0.5,-2.5,-6.2,-2.5,-132.5,-1664.3
2009-02-06,200903,LONG,2009-02-06 03:45:00+00:00,2009-02-06 03:55:00+00:00,2009-02-06 04:05:00+00:00,0.346,-0.25,841.5,840.25,-1.25,-6.25,-9.95,-5.0,-138.75,-1674.25
2009-02-06,200903,SHORT,2009-02-06 04:15:00+00:00,2009-02-06 04:25:00+00:00,2009-02-06 04:35:00+00:00,0.585,0.75,840.0,840.5,-0.5,-2.5,-6.2,-1.25,-141.25,-1680.45
2009-02-06,200903,LONG,2009-02-06 04:35:00+00:00,2009-02-06 04:45:00+00:00,2009-02-06 04:55:00+00:00,0.417,-0.75,839.75,840.0,0.25,1.25,-2.45,1.25,-140.0,-1682.9
2009-02-06,200903,SHORT,2009-02-06 05:05:00+00:00,2009-02-06 05:15:00+00:00,2009-02-06 05:25:00+00:00,0.217,0.5,840.5,840.0,0.5,2.5,-1.2,5.0,-137.5,-1684.1
2009-02-06,200903,LONG,2009-02-06 05:25:00+00:00,2009-02-06 05:35:00+00:00,2009-02-06 05:45:00+00:00,0.609,-0.5,839.5,839.75,0.25,1.25,-2.45,0.0,-136.25,-1686.55
2009-02-06,200903,LONG,2009-02-06 05:45:00+00:00,2009-02-06 05:55:00+00:00,2009-02-06 06:05:00+00:00,0.473,-0.25,839.5,840.25,0.75,3.75,0.05,2.5,-132.5,-1686.5
2009-02-06,200903,SHORT,2009-02-06 06:05:00+00:00,2009-02-06 06:15:00+00:00,2009-02-06 06:25:00+00:00,0.229,0.25,840.5,841.0,-0.5,-2.5,-6.2,1.25,-135.0,-1692.7
2009-02-06,200903,LONG,2009-02-06 07:45:00+00:00,2009-02-06 07:55:00+00:00,2009-02-06 08:05:00+00:00,0.329,-0.5,841.0,841.0,0.0,0.0,-3.7,5.0,-135.0,-1696.4
2009-02-06,200903,SHORT,2009-02-06 08:05:00+00:00,2009-02-06 08:15:00+00:00,2009-02-06 08:25:00+00:00,0.454,1.25,842.25,840.25,2.0,10.0,6.3,8.75,-125.0,-1690.1
2009-02-06,200903,SHORT,2009-02-06 08:30:00+00:00,2009-02-06 08:40:00+00:00,2009-02-06 08:50:00+00:00,0.382,1.25,841.5,840.5,1.0,5.0,1.3,12.5,-120.0,-1688.8
2009-02-06,200903,SHORT,2009-02-06 09:15:00+00:00,2009-02-06 09:25:00+00:00,2009-02-06 09:35:00+00:00,0.203,0.25,838.75,839.0,-0.25,-1.25,-4.95,-1.25,-121.25,-1693.75
2009-02-06,200903,SHORT,2009-02-06 09:40:00+00:00,2009-02-06 09:50:00+00:00,2009-02-06 10:00:00+00:00,0.499,0.25,839.75,840.5,-0.75,-3.75,-7.45,-2.5,-125.0,-1701.2
2009-02-06,200903,LONG,2009-02-06 10:00:00+00:00,2009-02-06 10:10:00+00:00,2009-02-06 10:20:00+00:00,0.582,-1.0,839.5,841.0,1.5,7.5,3.8,3.75,-117.5,-1697.4
2009-02-06,200903,LONG,2009-02-06 10:20:00+00:00,2009-02-06 10:30:00+00:00,2009-02-06 10:40:00+00:00,0.413,-0.25,840.75,839.75,-1.0,-5.0,-8.7,8.75,-122.5,-1706.1
2009-02-06,200903,SHORT,2009-02-06 10:40:00+00:00,2009-02-06 10:50:00+00:00,2009-02-06 11:00:00+00:00,0.623,2.0,841.75,841.0,0.75,3.75,0.05,-0.0,-118.75,-1706.05
2009-02-06,200903,SHORT,2009-02-06 11:00:00+00:00,2009-02-06 11:10:00+00:00,2009-02-06 11:20:00+00:00,0.493,1.0,842.0,842.5,-0.5,-2.5,-6.2,5.0,-121.25,-1712.25
2009-02-06,200903,LONG,2009-02-06 11:20:00+00:00,2009-02-06 11:30:00+00:00,2009-02-06 11:40:00+00:00,0.689,-1.75,840.75,841.75,1.0,5.0,1.3,7.5,-116.25,-1710.95
2009-02-06,200903,LONG,2009-02-06 11:45:00+00:00,2009-02-06 11:55:00+00:00,2009-02-06 12:05:00+00:00,0.735,-0.25,842.5,843.0,0.5,2.5,-1.2,5.0,-113.75,-1712.15
2009-02-06,200903,LONG,2009-02-06 12:25:00+00:00,2009-02-06 12:35:00+00:00,2009-02-06 12:45:00+00:00,0.494,-0.5,841.75,840.0,-1.75,-8.75,-12.45,-8.75,-122.5,-1724.6
2009-02-06,200903,SHORT,2009-02-06 12:45:00+00:00,2009-02-06 12:55:00+00:00,2009-02-06 13:05:00+00:00,0.723,1.75,841.75,841.0,0.75,3.75,0.05,3.75,-118.75,-1724.55
2009-02-06,200903,SHORT,2009-02-06 15:20:00+00:00,2009-02-06 15:30:00+00:00,2009-02-06 15:40:00+00:00,0.675,2.75,857.0,855.75,1.25,6.25,2.55,-2.5,-112.5,-1722.0
2009-02-06,200903,LONG,2009-02-06 16:20:00+00:00,2009-02-06 16:30:00+00:00,2009-02-06 16:40:00+00:00,0.719,-1.0,859.25,861.0,1.75,8.75,5.05,3.75,-103.75,-1716.95
2009-02-06,200903,LONG,2009-02-06 16:55:00+00:00,2009-02-06 17:05:00+00:00,2009-02-06 17:15:00+00:00,0.616,-0.5,860.5,857.75,-2.75,-13.75,-17.45,7.5,-117.5,-1734.4
2009-02-06,200903,LONG,2009-02-06 17:35:00+00:00,2009-02-06 17:45:00+00:00,2009-02-06 17:55:00+00:00,0.723,-0.25,860.5,860.75,0.25,1.25,-2.45,2.5,-116.25,-1736.85
2009-02-06,200903,SHORT,2009-02-06 18:45:00+00:00,2009-02-06 18:55:00+00:00,2009-02-06 19:05:00+00:00,0.664,0.25,867.25,865.0,2.25,11.25,7.55,-2.5,-105.0,-1729.3
2009-02-06,200903,SHORT,2009-02-06 19:20:00+00:00,2009-02-06 19:30:00+00:00,2009-02-06 19:40:00+00:00,0.641,2.25,867.5,864.5,3.0,15.0,11.3,8.75,-90.0,-1718.0
2009-02-09,200903,LONG,2009-02-09 00:15:00+00:00,2009-02-09 00:25:00+00:00,2009-02-09 00:35:00+00:00,0.711,-0.5,861.25,861.75,0.5,2.5,-1.2,0.0,-87.5,-1719.2
2009-02-09,200903,SHORT,2009-02-09 00:35:00+00:00,2009-02-09 00:45:00+00:00,2009-02-09 00:55:00+00:00,0.728,0.25,862.0,861.0,1.0,5.0,1.3,1.25,-82.5,-1717.9
2009-02-09,200903,LONG,2009-02-09 01:50:00+00:00,2009-02-09 02:00:00+00:00,2009-02-09 02:10:00+00:00,0.676,-0.5,858.75,859.0,0.25,1.25,-2.45,-1.25,-81.25,-1720.35
2009-02-09,200903,SHORT,2009-02-09 02:25:00+00:00,2009-02-09 02:35:00+00:00,2009-02-09 02:45:00+00:00,0.611,0.5,858.75,858.5,0.25,1.25,-2.45,1.25,-80.0,-1722.8
2009-02-09,200903,SHORT,2009-02-09 03:05:00+00:00,2009-02-09 03:15:00+00:00,2009-02-09 03:25:00+00:00,0.5,0.25,858.5,858.75,-0.25,-1.25,-4.95,-0.0,-81.25,-1727.75
2009-02-09,200903,SHORT,2009-02-09 04:10:00+00:00,2009-02-09 04:20:00+00:00,2009-02-09 04:30:00+00:00,0.679,0.5,857.0,856.25,0.75,3.75,0.05,5.0,-77.5,-1727.7
2009-02-09,200903,SHORT,2009-02-09 07:05:00+00:00,2009-02-09 07:15:00+00:00,2009-02-09 07:25:00+00:00,0.405,0.75,855.25,857.5,-2.25,-11.25,-14.95,-0.0,-88.75,-1742.65
2009-02-09,200903,LONG,2009-02-09 07:40:00+00:00,2009-02-09 07:50:00+00:00,2009-02-09 08:00:00+00:00,0.606,-0.25,857.75,855.5,-2.25,-11.25,-14.95,-3.75,-100.0,-1757.6
2009-02-09,200903,SHORT,2009-02-09 08:05:00+00:00,2009-02-09 08:15:00+00:00,2009-02-09 08:25:00+00:00,0.673,1.5,858.0,858.25,-0.25,-1.25,-4.95,1.25,-101.25,-1762.55
2009-02-09,200903,LONG,2009-02-09 08:40:00+00:00,2009-02-09 08:50:00+00:00,2009-02-09 09:00:00+00:00,0.627,-0.5,855.75,853.75,-2.0,-10.0,-13.7,-11.25,-111.25,-1776.25
2009-02-09,200903,SHORT,2009-02-09 09:00:00+00:00,2009-02-09 09:10:00+00:00,2009-02-09 09:20:00+00:00,0.457,1.75,855.5,856.25,-0.75,-3.75,-7.45,-7.5,-115.0,-1783.7
2009-02-09,200903,SHORT,2009-02-09 09:55:00+00:00,2009-02-09 10:05:00+00:00,2009-02-09 10:15:00+00:00,0.187,0.5,859.75,859.0,0.75,3.75,0.05,7.5,-111.25,-1783.65
2009-02-09,200903,LONG,2009-02-09 10:45:00+00:00,2009-02-09 10:55:00+00:00,2009-02-09 11:05:00+00:00,0.242,-0.25,859.0,859.25,0.25,1.25,-2.45,2.5,-110.0,-1786.1
2009-02-09,200903,SHORT,2009-02-09 11:15:00+00:00,2009-02-09 11:25:00+00:00,2009-02-09 11:35:00+00:00,0.466,0.75,860.75,860.25,0.5,2.5,-1.2,-0.0,-107.5,-1787.3
2009-02-09,200903,SHORT,2009-02-09 11:35:00+00:00,2009-02-09 11:45:00+00:00,2009-02-09 11:55:00+00:00,0.337,0.25,860.5,860.5,-0.0,-0.0,-3.7,-3.75,-107.5,-1791.0
2009-02-09,200903,SHORT,2009-02-09 12:05:00+00:00,2009-02-09 12:15:00+00:00,2009-02-09 12:25:00+00:00,0.729,0.25,861.0,860.75,0.25,1.25,-2.45,-1.25,-106.25,-1793.45
2009-02-09,200903,LONG,2009-02-09 12:25:00+00:00,2009-02-09 12:35:00+00:00,2009-02-09 12:45:00+00:00,0.547,-0.25,860.5,858.75,-1.75,-8.75,-12.45,-1.25,-115.0,-1805.9
2009-02-09,200903,SHORT,2009-02-09 12:55:00+00:00,2009-02-09 13:05:00+00:00,2009-02-09 13:15:00+00:00,0.689,1.5,860.0,861.5,-1.5,-7.5,-11.2,-13.75,-122.5,-1817.1
2009-02-09,200903,LONG,2009-02-09 13:20:00+00:00,2009-02-09 13:30:00+00:00,2009-02-09 13:40:00+00:00,0.713,-0.5,861.75,862.25,0.5,2.5,-1.2,2.5,-120.0,-1818.3
2009-02-09,200903,SHORT,2009-02-09 13:45:00+00:00,2009-02-09 13:55:00+00:00,2009-02-09 14:05:00+00:00,0.436,1.0,862.75,863.0,-0.25,-1.25,-4.95,-5.0,-121.25,-1823.25
2009-02-09,200903,SHORT,2009-02-09 14:05:00+00:00,2009-02-09 14:15:00+00:00,2009-02-09 14:25:00+00:00,0.672,1.25,864.25,865.25,-1.0,-5.0,-8.7,7.5,-126.25,-1831.95
2009-02-09,200903,SHORT,2009-02-09 14:40:00+00:00,2009-02-09 14:50:00+00:00,2009-02-09 15:00:00+00:00,0.615,1.75,865.75,860.25,5.5,27.5,23.8,23.75,-98.75,-1808.15
2009-02-09,200903,SHORT,2009-02-09 15:05:00+00:00,2009-02-09 15:15:00+00:00,2009-02-09 15:25:00+00:00,0.62,1.5,861.5,862.0,-0.5,-2.5,-6.2,3.75,-101.25,-1814.35
2009-02-09,200903,LONG,2009-02-09 16:00:00+00:00,2009-02-09 16:10:00+00:00,2009-02-09 16:20:00+00:00,0.72,-0.75,869.5,868.0,-1.5,-7.5,-11.2,0.0,-108.75,-1825.55
2009-02-09,200903,SHORT,2009-02-09 16:40:00+00:00,2009-02-09 16:50:00+00:00,2009-02-09 17:00:00+00:00,0.623,0.5,865.5,866.25,-0.75,-3.75,-7.45,5.0,-112.5,-1833.0
2009-02-09,200903,LONG,2009-02-09 17:00:00+00:00,2009-02-09 17:10:00+00:00,2009-02-09 17:20:00+00:00,0.304,-1.0,865.25,867.25,2.0,10.0,6.3,6.25,-102.5,-1826.7
2009-02-09,200903,SHORT,2009-02-09 17:20:00+00:00,2009-02-09 17:30:00+00:00,2009-02-09 17:40:00+00:00,0.704,1.25,868.5,866.5,2.0,10.0,6.3,-1.25,-92.5,-1820.4
2009-02-09,200903,LONG,2009-02-09 18:15:00+00:00,2009-02-09 18:25:00+00:00,2009-02-09 18:35:00+00:00,0.558,-1.0,868.0,865.0,-3.0,-15.0,-18.7,6.25,-107.5,-1839.1
2009-02-09,200903,LONG,2009-02-09 18:40:00+00:00,2009-02-09 18:50:00+00:00,2009-02-09 19:00:00+00:00,0.535,-0.25,865.25,867.25,2.0,10.0,6.3,1.25,-97.5,-1832.8
2009-02-09,200903,LONG,2009-02-09 19:00:00+00:00,2009-02-09 19:10:00+00:00,2009-02-09 19:20:00+00:00,0.655,-3.0,864.25,864.25,0.0,0.0,-3.7,-8.75,-97.5,-1836.5
2009-02-09,200903,LONG,2009-02-09 19:20:00+00:00,2009-02-09 19:30:00+00:00,2009-02-09 19:40:00+00:00,0.655,-1.75,862.5,861.5,-1.0,-5.0,-8.7,-5.0,-102.5,-1845.2
2009-02-09,200903,SHORT,2009-02-09 19:40:00+00:00,2009-02-09 19:50:00+00:00,2009-02-09 20:00:00+00:00,0.606,1.25,862.75,863.0,-0.25,-1.25,-4.95,1.25,-103.75,-1850.15
2009-02-09,200903,LONG,2009-02-09 20:30:00+00:00,2009-02-09 20:40:00+00:00,2009-02-09 20:50:00+00:00,0.432,-2.0,867.25,866.75,-0.5,-2.5,-6.2,1.25,-106.25,-1856.35
2009-02-09,200903,LONG,2009-02-09 20:50:00+00:00,2009-02-09 21:00:00+00:00,2009-02-09 21:10:00+00:00,0.603,-0.5,866.25,865.0,-1.25,-6.25,-9.95,,-112.5,-1866.3
2009-02-09,200903,SHORT,2009-02-09 22:05:00+00:00,2009-02-09 22:15:00+00:00,2009-02-09 22:25:00+00:00,0.189,0.25,862.75,862.5,0.25,1.25,-2.45,,-111.25,-1868.75
2009-02-10,200903,SHORT,2009-02-09 23:20:00+00:00,2009-02-09 23:30:00+00:00,2009-02-09 23:40:00+00:00,0.588,0.5,861.5,861.75,-0.25,-1.25,-4.95,-0.0,-112.5,-1873.7
