session_date,dir,reason,ref_range,gross,net,contract,ref_hi,ref_lo,stop_px,entry_utc,exit_utc,entry_px,exit_px,cost,cum_net
2009-01-28,1,eow,9.25,10.0,6.3,200903,857.5,848.25,848.25,2009-01-28 08:00:00+00:00,2009-01-28 14:00:00+00:00,857.75,859.75,3.7,159.65
2009-01-29,-1,eow,8.75,26.25,22.55,200903,871.5,862.75,871.5,2009-01-29 08:00:00+00:00,2009-01-29 14:00:00+00:00,862.5,857.25,3.7,182.2
2009-01-30,-1,eow,8.25,-25.0,-28.7,200903,849.0,840.75,849.0,2009-01-30 12:00:00+00:00,2009-01-30 14:00:00+00:00,840.5,845.5,3.7,153.5
2009-02-02,-1,eow,13.5,5.0,1.2999999999999998,200903,826.25,812.75,826.25,2009-02-02 08:30:00+00:00,2009-02-02 14:00:00+00:00,812.5,811.5,3.7,154.8
2009-02-03,-1,eow,11.5,-42.5,-46.2,200903,829.75,818.25,829.75,2009-02-03 10:00:00+00:00,2009-02-03 14:00:00+00:00,818.0,826.5,3.7,108.6
2009-02-04,-1,stop,5.0,-26.25,-29.95,200903,836.0,831.0,836.0,2009-02-04 08:00:00+00:00,2009-02-04 09:30:00+00:00,830.75,836.0,3.7,78.65
2009-02-05,1,stop,6.0,-31.25,-34.95,200903,829.0,823.0,823.0,2009-02-05 09:30:00+00:00,2009-02-05 12:30:00+00:00,829.25,823.0,3.7,43.7
2009-02-06,-1,stop,7.5,-38.75,-42.45,200903,844.5,837.0,844.5,2009-02-06 09:00:00+00:00,2009-02-06 13:30:00+00:00,836.75,844.5,3.7,1.25
2009-02-10,1,eow,11.25,-25.0,-28.7,200903,863.0,851.75,851.75,2009-02-10 12:30:00+00:00,2009-02-10 14:00:00+00:00,863.25,858.25,3.7,-27.45
2009-02-11,1,stop,5.0,-26.25,-29.95,200903,832.0,827.0,827.0,2009-02-11 08:30:00+00:00,2009-02-11 11:30:00+00:00,832.25,827.0,3.7,-57.4
2009-02-12,-1,eow,5.75,50.0,46.3,200903,833.0,827.25,833.0,2009-02-12 08:00:00+00:00,2009-02-12 14:00:00+00:00,827.0,817.0,3.7,-11.1
2009-02-13,1,stop,6.5,-33.75,-37.45,200903,838.75,832.25,832.25,2009-02-13 08:30:00+00:00,2009-02-13 13:30:00+00:00,839.0,832.25,3.7,-48.55
2009-02-16,1,eow,7.5,-7.5,-11.2,200903,817.5,810.0,810.0,2009-02-16 08:00:00+00:00,2009-02-16 14:00:00+00:00,817.75,816.25,3.7,-59.75
2009-02-17,-1,eow,9.25,30.0,26.3,200903,812.25,803.0,812.25,2009-02-17 08:00:00+00:00,2009-02-17 14:00:00+00:00,802.75,796.75,3.7,-33.45
2009-02-18,1,stop,9.0,-46.25,-49.95,200903,794.75,785.75,785.75,2009-02-18 08:00:00+00:00,2009-02-18 10:00:00+00:00,795.0,785.75,3.7,-83.4
2009-02-19,1,eow,10.5,28.75,25.05,200903,787.5,777.0,777.0,2009-02-19 08:00:00+00:00,2009-02-19 14:00:00+00:00,787.75,793.5,3.7,-58.35
